Market,Client/Sponsor,Project ,Due Date,Task,Complete,Team,ME,Deployment,Notes,Missed Deadline
Oncology,J&J/Carvykti,Hot Topics- Oncology,"Thursday, September 11, 2025",HT in Multiple Myeloma October materials due,FALSE,"AV, AT",AV,,,FALSE
Oncology,J&J/Carvykti,Patient Edition,"Thursday, September 11, 2025",Multiple Myeloma: Patient Edition October materials due,FALSE,"AV, AT",AV,,,FALSE
Neurology,Lilly/Kisunla,Hot Topics- Neurology,"Thursday, September 11, 2025",Submit HT in Alzheimer's Disease September to printer,FALSE,"AV, AT",AV,,,FALSE
Dermatology,None,JCAD Journal,"Monday, September 15, 2025",JCAD Oct25 Editorial Message Due,FALSE,JE,JE,,,FALSE
Dermatology,AbbVie Skyrizi,Conf Cov: MD NPPA Fall,"Monday, September 15, 2025",Test due to CMI,FALSE,"JE, GV",JE,,,FALSE
Dermatology,BI/Spevigo,EP GPP,"Tuesday, September 16, 2025",CU in GPP Test Due,FALSE,JE,JE,,,FALSE
Dermatology,Castle,EP Melanoma/SCC,"Tuesday, September 16, 2025",Deploy Castle EP,FALSE,GV,JE,x,,FALSE
Oncology,AZ/Calquence,Hot Topics- Oncology,"Tuesday, September 16, 2025",Deploy HT in CLL September New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Oncology,AZ/Tagrisso,Custom Email,"Wednesday, September 17, 2025",Deploy Tagrisso September CE (FLAURA),FALSE,"AV, AT",AV,x,,FALSE
Dermatology,None,JCAD Journal,"Wednesday, September 17, 2025",Send JDR JCAD Nov25 Articles,FALSE,JE,JE,,,FALSE
Oncology,BMS/Breyanzi,Custom Email,"Thursday, September 18, 2025",Deploy Breyanzi September CE (MCL),FALSE,"AV, AT",AV,x,,FALSE
Dermatology,BI/Spevigo,Custom Email,"Thursday, September 18, 2025",Deploy Custom Email,FALSE,GV,JE,x,,FALSE
Dermatology,None,NPPA/PIA,"Thursday, September 18, 2025",NPPA September-October all galleys sent,FALSE,GV,AV,,,FALSE
Dermatology,LEO/Delgo,JCAD Journal,"Thursday, September 18, 2025",Submit CHE Roundtable Supplement w/ JCAD October,FALSE,JE,JE,,,FALSE
Dermatology,Incyte/Opzelura,EP AD,"Friday, September 19, 2025",EP in AD Test Due to Deerfield,FALSE,JE,JE,,,FALSE
Dermatology,AbbVie Skyrizi,Conf Cov: MD NPPA Fall,"Monday, September 22, 2025",Deploy #1 Maui Derm NPPA Fall Day 1 eNL,FALSE,GV,JE,x,US only program,FALSE
Neurology,Lilly/Kisunla,Hot Topics- Neurology,"Monday, September 22, 2025",HT in Alzheimer's Disease October materials due,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,AbbVie Skyrizi,Conf Cov: MD NPPA Fall,"Tuesday, September 23, 2025",Deploy #1 Maui Derm NPPA Fall Day 2 eNL,FALSE,GV,JE,x,US only program,FALSE
Dermatology,BI/Spevigo,CU GPP,"Tuesday, September 23, 2025",Deploy CU in GPP,FALSE,GV,JE,x,,FALSE
Neurology,Lilly/Kisunla,Hot Topics- Neurology,"Tuesday, September 23, 2025",Deploy HT in Alzheimer's Disease September New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,AbbVie Skyrizi,Conf Cov: MD NPPA Fall,"Wednesday, September 24, 2025",Deploy #1 Maui Derm NPPA Fall Day 3 eNL,FALSE,GV,JE,x,US only program,FALSE
NHR,None,NHR,"Wednesday, September 24, 2025",Deploy NHR eNL September 2025 #2 (2/3),FALSE,DD,JE,x,,FALSE
Dermatology,LEO/Delgo,NPPA/PIA,"Wednesday, September 24, 2025",Materials Due Delgo Display Banner for NPPA Home Page,FALSE,AV,AV,,,FALSE
Oncology,AZ/Calquence,Triggered Email,"Thursday, September 25, 2025",Deploy Calquence CLL September Triggered Email,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,Castle,Hot Topics- Derm,"Thursday, September 25, 2025",Submit Castle Hot Topics in SCC October (JCAD Poly),FALSE,JE,JE,,,FALSE
Oncology,J&J/Carvykti,Hot Topics- Oncology,"Thursday, September 25, 2025",Submit HT in Multiple Myeloma October to printer,FALSE,"AV, AT",AV,,,FALSE
Oncology,J&J/Carvykti,Patient Edition,"Thursday, September 25, 2025",Submit Multiple Myeloma: Patient Edition October to printer,FALSE,"AV, AT",AV,,,FALSE
Dermatology,None,NPPA/PIA,"Thursday, September 25, 2025",Submit NPPA September-October to printer,FALSE,AV,AV,,,FALSE
Dermatology,Incyte/Opzelura,EP AD,"Friday, September 26, 2025",Deploy EP in AD (Dermatologists),FALSE,GV,JE,x,,FALSE
Dermatology,Incyte/Opzelura,EP AD,"Friday, September 26, 2025",Deploy EP in AD (NPPA),FALSE,GV,AV,x,,FALSE
Dermatology,Incyte/Opzelura,EP VIT,"Friday, September 26, 2025",EP in VIT Incyte Materials Due,FALSE,JE,JE,,,FALSE
Dermatology,None,JCADTV Unsponsored,"Tuesday, September 30, 2025",Deploy Sept Digital Highlights ,FALSE,GV,JE,x,,FALSE
Ophthalmology,Genentech/Vabsymo,Custom Email,"Tuesday, September 30, 2025",Vabysmo October Custom Email materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,Arcutis/Zoryve,NPPA/PIA,"Wednesday, October 1, 2025",Acrutis Corner November-December article due,FALSE,AV,AV,,,FALSE
Dermatology,Castle,Hot Topics- Derm,"Wednesday, October 1, 2025",Castle Hot Topics in SCC October Deploy,FALSE,GV,JE,x,,FALSE
Dermatology,BI/Spevigo,CU GPP,"Wednesday, October 1, 2025",CU in GPP Materials Due,FALSE,JE,JE,,,FALSE
Dermatology,LEO/Delgo,NPPA/PIA,"Wednesday, October 1, 2025",Delgo Banner Live on NPPA Home Page,FALSE,AV,AV,,,FALSE
Dermatology,AbbVie/Rinvoq,EP AD,"Wednesday, October 1, 2025",EP in AD Materials Due ,FALSE,JE,JE,,,FALSE
Dermatology,None,JCAD Journal,"Wednesday, October 1, 2025",JCAD Nov25 Print Materials Due,FALSE,JE,JE,,,FALSE
NHR,None,NHR,"Friday, October 3, 2025",NHR Sep-Oct Freelance Deadline,FALSE,JE,JE,,,FALSE
Dermatology,Skinceuticals,EP PIA,"Friday, October 3, 2025",Skinceuticals selects preferred article focus and NP or PA to be featured; editorial completes initial reach out,FALSE,JE,JE,,,FALSE
Neurology,Lilly/Kisunla,Hot Topics- Neurology,"Monday, October 6, 2025",Submit HT in Alzheimer's Disease October to printer,FALSE,"AV, AT",AV,,,FALSE
Oncology,J&J/Carvykti,Triggered Email,"Tuesday, October 7, 2025",Carvykti October Triggered Email materials due,FALSE,"AV, AT",AV,,,FALSE
Oncology,J&J/Carvykti,Hot Topics- Oncology,"Tuesday, October 7, 2025",Deploy HT in Multiple Myeloma October New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,Beiersdorf/Eczema,NPPA/PIA,"Tuesday, October 7, 2025",Deploy NPPA September-October New Issue eNL,FALSE,GV,AV,x,,FALSE
Dermatology,AbbVie/Rinvoq,EP AD,"Tuesday, October 7, 2025",Test Due EP in AD Rinvoq,FALSE,"JE, GV",JE,,,FALSE
Oncology,J&J/Carvykti,Patient Edition,"Wednesday, October 8, 2025",Deploy Multiple Myeloma: Patient Edition October New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
NHR,None,NHR,"Thursday, October 9, 2025",Deploy NHR eNL October 2025 #1 (3/3),FALSE,DD,JE,x,,FALSE
Oncology,J&J/Carvykti,Hot Topics- Oncology,"Thursday, October 9, 2025",HT in Multiple Myeloma November materials due,FALSE,"AV, AT",AV,,,FALSE
Oncology,AZ/Tagrisso,Triggered Email,"Thursday, October 9, 2025",Tagrisso October Triggered Email materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,Skinceuticals,EP PIA,"Friday, October 10, 2025",SkinCeuticals provides any product line-specific literature that should be passed on to KOL,FALSE,JE,JE,,,FALSE
Dermatology,AbbVie/Rinvoq,EP AD,"Tuesday, October 14, 2025",Deploy EP in AD ,FALSE,GV,JE,x,,FALSE
Ophthalmology,Genentech/Vabsymo,Custom Email,"Tuesday, October 14, 2025",Deploy Vabsymo October Custom Email,FALSE,"AV, AT",AV,x,,FALSE
Oncology,Exelixis/Cabometyx,EP NET,"Tuesday, October 14, 2025",EP in NET October materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,Incyte/Opzelura,EP VIT,"Tuesday, October 14, 2025",EP in VIT Test Due to Deerfield,FALSE,JE,JE,,,FALSE
NHR,None,NHR,"Tuesday, October 14, 2025",NHR Nov-Dec25 Content Meeting,FALSE,"JE, DD, AT",JE,,,FALSE
Neurology,None,ICNS,"Wednesday, October 15, 2025",ICNS Oct-Dec25 article formatting due,FALSE,DD,AV,,,FALSE
Dermatology,None,JCAD Journal,"Wednesday, October 15, 2025",JCAD Nov25 Editorial Message Due,FALSE,JE,JE,,,FALSE
Dermatology,Skinceuticals,EP PIA,"Wednesday, October 15, 2025",Review questions submitted to SkinCeuticals for review,FALSE,JE,JE,,,FALSE
Neurology,Lilly/Kisunla,Hot Topics- Neurology,"Thursday, October 16, 2025",Deploy HT in Alzheimer's Disease October New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Neurology,Lilly/Kisunla,Hot Topics- Neurology,"Friday, October 17, 2025",HT in Alzheimer's Disease November materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,None,JCAD Journal,"Friday, October 17, 2025",Send JDR JCAD Dec25 Articles,FALSE,JE,JE,,,FALSE
NHR,None,NHR,"Monday, October 20, 2025",Deploy NHR September-October New Issue eNL,FALSE,DD,JE,x,,FALSE
Dermatology,BI/Spevigo,CU GPP,"Tuesday, October 21, 2025",CU in GPP Test Due,FALSE,JE,JE,,,FALSE
Oncology,J&J/Carvykti,Triggered Email,"Tuesday, October 21, 2025",Deploy Carvykti October Triggered Email,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,Incyte/Opzelura,EP VIT,"Tuesday, October 21, 2025",Deploy EP in VIT (Dermatologists),FALSE,GV,JE,x,,FALSE
Dermatology,Incyte/Opzelura,EP VIT,"Tuesday, October 21, 2025",Deploy EP in VIT (NPPA),FALSE,GV,AV,x,,FALSE
Dermatology,Skinceuticals,EP PIA,"Wednesday, October 22, 2025",Questions finalized and sent to KOL for interview prep,FALSE,JE,JE,,,FALSE
Oncology,AZ/Tagrisso,Triggered Email,"Thursday, October 23, 2025",Deploy Tagrisso October Triggered Email,FALSE,"AV, AT",AV,x,,FALSE
Oncology,J&J/Carvykti,Hot Topics- Oncology,"Thursday, October 23, 2025",Submit HT in Multiple Myeloma November to printer,FALSE,"AV, AT",AV,,,FALSE
Oncology,AZ/Tagrisso,Custom Email,"Thursday, October 23, 2025",Tagrisso November CE (FLAURA) materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,None,JCADTV Unsponsored,"Friday, October 24, 2025",Deploy Oct Digital Highlights ,FALSE,GV,JE,x,,FALSE
Dermatology,LEO/Delgo,NPPA/PIA,"Friday, October 24, 2025",Materials Due Delgo Display Banner for NPPA Home Page,FALSE,AV,AV,,,FALSE
Neurology,None,ICNS,"Monday, October 27, 2025",Submit CNS Summit Supplement,FALSE,"AT, AV",AV,,,FALSE
Dermatology,BI/Spevigo,CU GPP,"Tuesday, October 28, 2025",Deploy CU in GPP ,FALSE,GV,JE,x,,FALSE
Oncology,Exelixis/Cabometyx,EP NET,"Tuesday, October 28, 2025",Deploy EP in NET October,FALSE,"AV, AT",AV,x,,FALSE
Neurology,Amgen/Uplizna,Hot Topics- Neurology,"Wednesday, October 29, 2025",HT in Inflammatory Diseases November materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,Skinceuticals,EP PIA,"Wednesday, October 29, 2025",Interview with KOL completed,FALSE,JE,JE,,,FALSE
Oncology,AZ/Imfinzi,Triggered Email,"Thursday, October 30, 2025",Imfinzi November Triggered Email materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,LEO/Delgo,NPPA/PIA,"Friday, October 31, 2025",Delgo Banner Live on JCADonline NPPA Home Page,FALSE,AV,AV,,,FALSE
Neurology,Lilly/Kisunla,Hot Topics- Neurology,"Friday, October 31, 2025",Submit HT in Alzheimer's Disease November to printer,FALSE,"AV, AT",AV,,,FALSE
Dermatology,BI/Spevigo,CU GPP,"Monday, November 3, 2025",CU in GPP Materials Due,FALSE,JE,JE,,,FALSE
Neurology,None,ICNS,"Monday, November 3, 2025",Deploy CNS Summit Abstract Supplement e-alert,FALSE,"DD, AT",AV,x,,FALSE
Dermatology,BI/Spevigo,EP GPP,"Monday, November 3, 2025",EP in GPP Materials Due,FALSE,JE,JE,,,FALSE
Dermatology,None,JCAD Journal,"Monday, November 3, 2025",JCAD Dec25 Print Materials Due,FALSE,JE,JE,,,FALSE
Oncology,J&J/Carvykti,Hot Topics- Oncology,"Tuesday, November 4, 2025",Deploy HT in Multiple Myeloma November New Issue eNL,FALSE,"AV, AV",AV,x,,FALSE
Dermatology,LEO/Delgo,EP CHE,"Tuesday, November 4, 2025",EP in CHE Video filmed ,FALSE,"JE, GV",JE,,Agency is Silverlight ,FALSE
Oncology,AZ/Calquence,Hot Topics- Oncology,"Tuesday, November 4, 2025",HT in CLL December materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,Skinceuticals,EP PIA,"Wednesday, November 5, 2025",Article draft sent to SkinCeuticals for feedback/approval,FALSE,JE,JE,,,FALSE
NHR,None,NHR,"Wednesday, November 5, 2025",Deploy NHR eNL November 2025 #1 (1/3),FALSE,DD,JE,x,,FALSE
Dermatology,LEO/Delgo,EP CHE,"Wednesday, November 5, 2025",EP in CHE Materials Due,FALSE,"JE, GV",JE,,Agency is Silverlight ,FALSE
Oncology,AZ/Tagrisso,Custom Email,"Thursday, November 6, 2025",Deploy November Tagrisso CE (FLAURA),FALSE,"AV, AT",AV,x,,FALSE
Oncology,Exelixis/Cabometyx,EP NET,"Thursday, November 6, 2025",EP in NET November materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,Skinceuticals,EP PIA,"Thursday, November 6, 2025",One-page print ad materials due,FALSE,JE,JE,,,FALSE
Dermatology,BI/Spevigo,EP GPP,"Monday, November 10, 2025",EP in GPP Test Due,FALSE,JE,JE,,,FALSE
Dermatology,LEO/Delgo,EP CHE,"Tuesday, November 11, 2025",EP in CHE Test Due,FALSE,"JE, GV",JE,,Agency is Silverlight ,FALSE
Oncology,AZ/Truqap,Hot Topics- Oncology,"Tuesday, November 11, 2025",HT in Metastatic Breast Cancer December materials due,FALSE,"AV, AT",AV,,,FALSE
Neurology,Lilly/Kisunla,Hot Topics- Neurology,"Wednesday, November 12, 2025",Deploy HT in Alzheimer's Disease November New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,Skinceuticals,EP PIA,"Wednesday, November 12, 2025",SkinCeuticals submits feedback and changes and product images for final formatted version of article,FALSE,JE,JE,,,FALSE
Neurology,Amgen/Uplizna,Hot Topics- Neurology,"Wednesday, November 12, 2025",Submit HT in Inflammatory Diseases November to printer,FALSE,"AV, AT",AV,,,FALSE
Dermatology,BI/Spevigo,EP GPP,"Thursday, November 13, 2025",Deploy EP in GPP ,FALSE,GV,JE,x,,FALSE
Oncology,AZ/Imfinzi,Triggered Email,"Thursday, November 13, 2025",Deploy Imfinzi November triggered email,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,None,NPPA/PIA,"Thursday, November 13, 2025",NPPA November-December all galleys sent,FALSE,GV,AV,,,FALSE
Dermatology,Skinceuticals,EP PIA,"Friday, November 14, 2025","JCAD staff updates article with feedback and edits, and returns formatted proof to Skinceuticals for final review",FALSE,JE,JE,,,FALSE
Dermatology,None,JCAD Journal,"Saturday, November 15, 2025",JCAD Dec25 Editorial Message Due,FALSE,JE,JE,,,FALSE
Oncology,J&J/Carvykti,Hot Topics- Oncology,"Monday, November 17, 2025",HT in Multiple Myeloma December materials due,FALSE,"AV, AT",AV,,,FALSE
Oncology,J&J/Carvykti,Patient Edition,"Monday, November 17, 2025",Multiple Myeloma: Patient Edition December materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,Skinceuticals,EP PIA,"Tuesday, November 18, 2025",Article manuscript finalized,FALSE,JE,JE,,,FALSE
Dermatology,BI/Spevigo,CU GPP,"Tuesday, November 18, 2025",CU in GPP Test Due,FALSE,JE,JE,,,FALSE
Dermatology,LEO/Delgo,EP CHE,"Tuesday, November 18, 2025",Deploy EP in CHE ,FALSE,"JE, GV",JE,x,,FALSE
NHR,None,NHR,"Tuesday, November 18, 2025",Deploy NHR eNL November 2025 #2 (2/3),FALSE,DD,JE,x,,FALSE
Oncology,AZ/Calquence,Hot Topics- Oncology,"Tuesday, November 18, 2025",Submit HT in CLL December to printer,FALSE,"AV, AT",AV,,,FALSE
Oncology,Exelixis/Cabometyx,EP NET,"Thursday, November 20, 2025",Cabometyx December Custom Email materials due,FALSE,"AV, AT",AV,,,FALSE
Oncology,Exelixis/Cabometyx,EP NET,"Thursday, November 20, 2025",Deploy EP in NET November,FALSE,"AV, AT",AV,x,,FALSE
Oncology,AZ/One Lung,Hot Topics- Oncology,"Thursday, November 20, 2025",HT in NSCLC December materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,None,JCADTV Unsponsored,"Friday, November 21, 2025",Deploy Nov Digital Highlights ,FALSE,GV,JE,x,,FALSE
Neurology,Amgen/Uplizna,Hot Topics- Neurology,"Monday, November 24, 2025",Deploy HT in Inflammatory Diseases November New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,BI/Spevigo,CU GPP,"Tuesday, November 25, 2025",Deploy CU in GPP ,FALSE,GV,JE,x,,FALSE
Oncology,AZ/Truqap,Hot Topics- Oncology,"Tuesday, November 25, 2025",Submit HT in Metastatic Breast Cancer December to printer,FALSE,"AV, AT",AV,,,FALSE
Dermatology,None,NPPA/PIA,"Wednesday, November 26, 2025",Submit NPPA/PIA November-December to printer,FALSE,AV,"AV, JE",,,FALSE
Dermatology,BI/Spevigo,Custom Email,"Monday, December 1, 2025",Custom Email Materials Due,FALSE,JE,JE,,,FALSE
Dermatology,BI/Spevigo,EP GPP,"Monday, December 1, 2025",EP in GPP Wrap-Up eNL Materials Due,FALSE,JE,JE,,,FALSE
Oncology,Exelixis/Cabometyx,EP NET,"Monday, December 1, 2025",EP in NET December materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,LEO/Delgo,JCAD Journal,"Monday, December 1, 2025",JCAD Dec25 New Issue Delgo Materials Due,FALSE,JE,JE,,,FALSE
NHR,None,NHR,"Monday, December 1, 2025",NHR Nov-Dec Freelance Deadline,FALSE,JE,JE,,,FALSE
Oncology,J&J/Carvykti,Hot Topics- Oncology,"Monday, December 1, 2025",Submit HT in Multiple Myeloma December to printer,FALSE,"AV, AT",AV,,,FALSE
Neurology,None,ICNS,"Monday, December 1, 2025",Submit ICNS Oct-Dec25,FALSE,"AT, AV",AV,,,FALSE
Oncology,J&J/Carvykti,Patient Edition,"Monday, December 1, 2025",Submit Multiple Myeloma: Patient Edition December to printer,FALSE,"AV, AT",AV,,,FALSE
Oncology,AZ/Calquence,Hot Topics- Oncology,"Tuesday, December 2, 2025",Deploy HT in CLL December New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
NHR,None,NHR,"Wednesday, December 3, 2025",Deploy NHR eNL December 2025 #1 (3/3),FALSE,DD,JE,x,,FALSE
Dermatology,LEO/Delgo,JCAD Journal,"Wednesday, December 3, 2025",JCAD Dec25 New Issue Test Due to Silverlight,FALSE,JE,JE,,,FALSE
Oncology,AZ/Truqap,Triggered Email,"Wednesday, December 3, 2025",Truqap December Triggered Email materials due,FALSE,"AV, AT",AV,,,FALSE
Oncology,AZ/Calquence,Triggered Email,"Thursday, December 4, 2025",Calquence CLL December Triggered Email materials due,FALSE,"AV, AT",AV,,,FALSE
Oncology,Exelixis/Cabometyx,EP NET,"Thursday, December 4, 2025",Deploy Cabometyx NET December Custom Email,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,Beiersdorf/Eczema,NPPA/PIA,"Thursday, December 4, 2025",Deploy NPPA November-December New Issue eNL,FALSE,GV,AV,x,Include PIA list,FALSE
Oncology,AZ/One Lung,Hot Topics- Oncology,"Thursday, December 4, 2025",Submit HT in NSCLC December to printer,FALSE,"AV, AT",AV,,,FALSE
Oncology,J&J/Carvykti,Triggered Email,"Friday, December 5, 2025",Carvykti December Triggered Email materials due,FALSE,"AV, AT",AV,,,FALSE
Dermatology,LEO/Delgo,JCAD Journal,"Friday, December 5, 2025",Deploy JCAD Dec25 New Issue eNL,FALSE,"JE, GV",JE,,,FALSE
Dermatology,BI/Spevigo,Custom Email,"Monday, December 8, 2025",Custom Email Test Due,FALSE,JE,JE,,,FALSE
Neurology,None,ICNS,"Monday, December 8, 2025",Deploy ICNS Oct-Dec25 new issue e-alert,FALSE,"DD, AT",AV,x,,FALSE
Neurology,AZ/Truqap,Hot Topics- Oncology,"Tuesday, December 9, 2025",Deploy HT in Metastatic Breast Cancer December New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,BI/Spevigo,EP GPP,"Tuesday, December 9, 2025",EP in GPP Wrap-Up eNL Test Due,FALSE,JE,JE,,,FALSE
Oncology,J&J/Carvykti,Hot Topics- Oncology,"Thursday, December 11, 2025",Deploy HT in Multiple Myeloma December New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,BI/Spevigo,Custom Email,"Friday, December 12, 2025",Deploy Custom Email ,FALSE,GV,JE,x,,FALSE
Oncology,J&J/Carvykti,Patient Edition,"Friday, December 12, 2025",Deploy Multiple Myeloma: Patient Edition December New Issue eNL,FALSE,"AV, AT",AV,x,,FALSE
Oncology,Exelixis/Cabometyx,EP NET,"Monday, December 15, 2025",Deploy EP in NET December,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,BI/Spevigo,EP GPP,"Tuesday, December 16, 2025",Deploy EP in GPP Wrap-Up eNL ,FALSE,GV,JE,x,,FALSE
Oncology,AZ/One Lung,Hot Topics- Oncology,"Tuesday, December 16, 2025",Deploy HT in NSCLC December,FALSE,"AV, AT",AV,x,,FALSE
Oncology,AZ/Truqap,Triggered Email,"Wednesday, December 17, 2025",Deploy Truqap December Triggered Email,FALSE,"AV, AT",AV,x,,FALSE
Oncology,AZ/Calquence,Triggered Email,"Thursday, December 18, 2025",Deploy Calquence CLL December Triggered Email,FALSE,"AV, AT",AV,x,,FALSE
Oncology,J&J/Carvykti,Triggered Email,"Friday, December 19, 2025",Deploy Carvykti December Triggered Email,FALSE,"AV, AT",AV,x,,FALSE
Dermatology,None,JCADTV Unsponsored,"Friday, December 19, 2025",Deploy Dec Digital Highlights ,FALSE,GV,JE,x,,FALSE
NHR,None,NHR,"Tuesday, December 23, 2025",Deploy NHR November-December New Issue eNL,FALSE,DD,JE,x,,FALSE
